Review_ID,Restaurant,Rating,Sentiment,Review
164,McDonalds,4,0,"The Quarter Pounder was bad and teh packaging was very bad not as good as before The Quarter Pounder did not meet my expectations at all Overall, decent experience."
165,McDonalds,4,0,"In my opinion, The Big Mac was bland and the service was very bad way better than I thought I might give it another try."
166,McDonalds,1,1,The Big Mac was awesome and the service was really good not as good as before Totally worth it. 🔥
167,McDonalds,4,1,"From my experience, The Nuggets was fantastic and the price was really good but there were a few issues I would definitely order again. bro 👎"
168,McDonalds,1,0,The Nuggets was cold and the price was very bad The Nuggets did not meet my expectations at all Could be better next time. 👎
169,McDonalds,2,0,Best Quarter Pounder ever... said no one
170,McDonalds,4,1,"Honestly, The Nuggets was wonderful and the service was really good way better than I thought The Nuggets felt fresh and well prepared Could be better next time."
171,McDonalds,2,0,"Honestly, The Nuggets was bland better than last time The Nuggets did not meet my expectations at all Could be better next time. idk 🤢"
172,McDonalds,4,1,The McChicken was very satisfying and teh quality was really good The McChicken felt fresh and well prepared but tehre were a few issues
173,McDonalds,5,1,"From my experience, The Quarter Pounder was outstanding and the price was really good The Quarter Pounder felt fresh and well prepared I might give it another try."
174,McDonalds,5,1,"To be honest, The Nuggets was excellent and the quality was really good worse than expected Overall, decent experience. idk 😐"
175,McDonalds,4,1,"From my experience, The Big Mac was wonderful and teh delivery was really good The Big Mac felt fresh and well prepared Not sure if I’ll order again. lol"
176,McDonalds,5,1,"Well, The Big Mac was great and teh portion size was really good The Big Mac felt fresh and well prepared but tehre were a few issues I might give it anotehr try."
177,McDonalds,2,0,"Well, The Nuggets was dry and the service was very bad but there were a few issues Could be better next time."
178,McDonalds,1,0,Totally worth the Nuggets... for wasting money
179,McDonalds,2,1,"To be honest, The McChicken was wonderful and teh service was really good The McChicken felt fresh and well prepared Not sure if I’ll order again. 🔥"
180,McDonalds,1,0,"Honestly, The Fries was horrible The Fries did not meet my expectations at all Could be better next time."
181,McDonalds,2,0,"From my experience, The Nuggets was bad The Nuggets did not meet my expectations at all Overall, decent experience. 😐"
182,McDonalds,4,1,The Nuggets was great and the price was really good The Nuggets felt fresh and well prepared Could be better next time. honestly
183,McDonalds,4,0,"To be honest, The Fries was undercooked and the quality was very bad but there were a few issues Never again."
184,McDonalds,5,1,The Quarter Pounder was fantastic and the packaging was really good way better than I thought The Quarter Pounder felt fresh and well prepared but there were a few issues Totally worth it. idk 🤢
185,McDonalds,3,1,"From my experience, The McChicken was tasty way better than I thought Not sure if I’ll order again. 🔥"
186,McDonalds,4,0,"Well, The Big Mac was tasteless and the service was very bad The Big Mac did not meet my expectations at all I might give it another try. idk"
187,McDonalds,2,1,"To be honest, The Fries was excellent 👎"
188,McDonalds,5,1,"From my experience, The Nuggets was great The Nuggets felt fresh and well prepared I might give it another try."
189,McDonalds,2,0,Totally worth the Big Mac... for wasting money
190,McDonalds,2,1,"In my opinion, The Quarter Pounder was superb and the taste was really good The Quarter Pounder felt fresh and well prepared Not sure if I’ll order again."
191,McDonalds,4,1,"From my experience, The McChicken was wonderful and the packaging was really good The McChicken felt fresh and well prepared I would definitely order again."
192,McDonalds,4,1,The Nuggets was amazing The Nuggets felt fresh and well prepared Never again.
193,McDonalds,2,0,Totally worth the Fries... for wasting money
194,McDonalds,2,1,"Well, The McChicken was perfect and the price was really good worse than expected"
195,McDonalds,1,0,The Big Mac was overcooked and the portion size was very bad The Big Mac did not meet my expectations at all I might give it another try.
196,McDonalds,5,1,"To be honest, The Nuggets was superb and the portion size was really good The Nuggets felt fresh and well prepared Overall, decent experience. ngl"
197,McDonalds,2,0,"I think The Nuggets was unacceptable and teh quality was very bad not as good as before The Nuggets did not meet my expectations at all Overall, decent experience."
198,McDonalds,3,1,The Big Mac was amazing and the quality was really good worse than expected The Big Mac felt fresh and well prepared
199,McDonalds,1,0,"In my opinion, The Big Mac was bland and the portion size was very bad better than last time The Big Mac did not meet my expectations at all but there were a few issues Not sure if I’ll order again."
200,McDonalds,3,0,The Quarter Pounder was dry and the delivery was very bad better than last time The Quarter Pounder did not meet my expectations at all but there were a few issues Totally worth it.
201,McDonalds,3,0,"Well, The Big Mac was tasteless not as good as before Overall, decent experience."
202,McDonalds,1,0,Best Big Mac ever... said no one
203,McDonalds,2,0,The McChicken was tasteless Totally worth it. 😡
204,McDonalds,1,0,"To be honest, The Fries was bland and the delivery was very bad The Fries did not meet my expectations at all Never again. 😐"
205,McDonalds,5,1,"Well, The Fries was delicious not as good as before Not sure if I’ll order again."
206,McDonalds,3,0,I think The Nuggets was cold and teh portion size was very bad but tehre were a few issues
207,McDonalds,2,0,"In my opinion, The Fries was awful and the price was very bad The Fries did not meet my expectations at all Totally worth it. ngl"
208,McDonalds,3,1,"To be honest, The Fries was incredible and teh portion size was really good better than last time The Fries felt fresh and well prepared"
209,McDonalds,1,0,Best Big Mac ever... said no one
210,McDonalds,2,0,Totally worth the Nuggets... for wasting money
211,McDonalds,2,0,Perfect Big Mac... if this was a nightmare
212,McDonalds,5,0,"To be honest, The Fries was overcooked and the service was very bad I would definitely order again. 🔥"
213,McDonalds,5,0,The Fries was disappointing and the quality was very bad not as good as before The Fries did not meet my expectations at all Totally worth it.
214,McDonalds,1,0,Highly recommended Fries... if you hate good food
215,McDonalds,3,0,"Honestly, The Nuggets was undercooked The Nuggets did not meet my expectations at all but there were a few issues Never again. tbh"
216,McDonalds,3,1,The Quarter Pounder was fantastic worse than expected The Quarter Pounder felt fresh and well prepared I might give it another try.
217,McDonalds,5,1,I think The Fries was amazing and the packaging was really good worse than expected 👍
218,McDonalds,1,0,Amazing Quarter Pounder... if you like eating plastic
219,McDonalds,2,0,"I think The Fries was tasteless and teh portion size was very bad but tehre were a few issues Overall, decent experience. bro 😡"
220,McDonalds,4,1,I think The McChicken was excellent and the price was really good I would definitely order again.
221,McDonalds,3,0,"In my opinion, The McChicken was awful The McChicken did not meet my expectations at all I would definitely order again. ngl"
222,McDonalds,2,0,"To be honest, The Nuggets was dry and the service was very bad but there were a few issues Overall, decent experience. ngl 😍"
223,McDonalds,2,0,"To be honest, The Quarter Pounder was bland I might give it another try. bro"
224,McDonalds,4,0,"In my opinion, The Big Mac was horrible worse than expected I would definitely order again. 😡"
225,McDonalds,4,1,"Well, The McChicken was delicious and the taste was really good better than last time but there were a few issues I would definitely order again."
226,McDonalds,5,1,"From my experience, The Big Mac was tasty Not sure if I’ll order again. 😡"
227,McDonalds,4,1,"In my opinion, The McChicken was awesome and the price was really good Could be better next time."
228,McDonalds,5,0,"Well, The Quarter Pounder was awful and teh taste was very bad The Quarter Pounder did not meet my expectations at all but tehre were a few issues Overall, decent experience. ngl"
229,McDonalds,5,0,"Honestly, The Big Mac was dry and the price was very bad but there were a few issues Never again."
230,McDonalds,5,1,"In my opinion, The McChicken was outstanding and the service was really good The McChicken felt fresh and well prepared but there were a few issues I might give it another try. ngl"
231,McDonalds,2,0,"In my opinion, The Big Mac was bland and the service was very bad not as good as before Overall, decent experience."
232,McDonalds,4,1,"Well, The McChicken was perfect and the taste was really good not as good as before The McChicken felt fresh and well prepared I would definitely order again."
233,McDonalds,3,1,"In my opinion, The Fries was wonderful and the taste was really good The Fries felt fresh and well prepared Overall, decent experience. 👍"
234,McDonalds,3,1,"From my experience, The Fries was tasty and the portion size was really good better than last time The Fries felt fresh and well prepared but there were a few issues"
235,McDonalds,1,0,"In my opinion, The Nuggets was disappointing The Nuggets did not meet my expectations at all Could be better next time."
236,McDonalds,1,0,"From my experience, The Nuggets was disappointing Could be better next time. bro"
237,McDonalds,5,1,"To be honest, The Big Mac was delicious and the taste was really good The Big Mac felt fresh and well prepared but there were a few issues 👍"
238,McDonalds,1,0,Totally worth the Big Mac... for wasting money
239,McDonalds,3,1,"Honestly, The McChicken was fresh and the portion size was really good but there were a few issues Totally worth it."
240,McDonalds,4,1,I think The Fries was delicious and the portion size was really good The Fries felt fresh and well prepared Could be better next time.
241,McDonalds,4,1,"Well, The Fries was amazing and the delivery was really good but there were a few issues Never again. honestly"
242,McDonalds,2,0,"Honestly, The Big Mac was unacceptable and the price was very bad but there were a few issues"
243,McDonalds,3,1,The Big Mac was outstanding and the service was really good but there were a few issues I would definitely order again.
244,McDonalds,3,1,The McChicken was excellent The McChicken felt fresh and well prepared Not sure if I’ll order again. 🔥
245,McDonalds,1,0,"Great Quarter Pounder, I only waited 60 minutes"
246,McDonalds,4,1,"To be honest, The Fries was outstanding and the portion size was really good The Fries felt fresh and well prepared but there were a few issues Overall, decent experience."
247,McDonalds,4,1,"The Nuggets was incredible and the price was really good way better than I thought The Nuggets felt fresh and well prepared but there were a few issues Overall, decent experience."
248,McDonalds,2,0,The Fries was bland and the taste was very bad way better than I thought The Fries did not meet my expectations at all but there were a few issues 😐
249,McDonalds,3,0,The McChicken was bland not as good as before but there were a few issues I might give it another try.
250,McDonalds,2,0,The Big Mac was cold better than last time The Big Mac did not meet my expectations at all but tehre were a few issues Could be better next time.
251,McDonalds,5,1,"The Big Mac was excellent and the price was really good The Big Mac felt fresh and well prepared Overall, decent experience."
252,McDonalds,5,0,"To be honest, The Fries was terrible and the quality was very bad The Fries did not meet my expectations at all I would definitely order again. lol"
253,McDonalds,1,1,I think The Nuggets was awesome and the taste was really good way better than I thought The Nuggets felt fresh and well prepared I would definitely order again. 👍
254,McDonalds,5,1,"To be honest, The Big Mac was wonderful and the quality was really good but there were a few issues Could be better next time."
255,McDonalds,5,1,"In my opinion, The Quarter Pounder was perfect and the portion size was really good way better than I thought but there were a few issues I might give it another try. idk 👎"
256,McDonalds,1,1,The Big Mac was awesome and the quality was really good way better than I thought The Big Mac felt fresh and well prepared Could be better next time. lol
257,McDonalds,2,0,Totally worth the Quarter Pounder... for wasting money
258,McDonalds,4,0,"In my opinion, The Quarter Pounder was undercooked and teh portion size was very bad worse than expected The Quarter Pounder did not meet my expectations at all Never again. honestly 😍"
259,McDonalds,2,0,Perfect Fries... if this was a nightmare
260,McDonalds,1,0,I think The Nuggets was bland and the packaging was very bad The Nuggets did not meet my expectations at all but there were a few issues I might give it another try. 🤢
261,McDonalds,4,1,I think The Quarter Pounder was awesome and the packaging was really good way better than I thought The Quarter Pounder felt fresh and well prepared lol 😡
262,McDonalds,5,0,"To be honest, The Big Mac was tasteless and teh quality was very bad way better than I thought The Big Mac did not meet my expectations at all I would definitely order again."
263,McDonalds,2,0,"Honestly, The Quarter Pounder was overcooked and the portion size was very bad The Quarter Pounder did not meet my expectations at all I would definitely order again. lol"
264,McDonalds,4,1,"In my opinion, The Nuggets was wonderful The Nuggets felt fresh and well prepared Overall, decent experience."
265,McDonalds,3,0,"To be honest, The Big Mac was bland and the quality was very bad tbh"
266,McDonalds,2,0,I think The Fries was terrible and teh quality was very bad not as good as before The Fries did not meet my expectations at all Could be better next time.
267,McDonalds,1,0,"Great Big Mac, I only waited 60 minutes"
268,McDonalds,4,1,"Well, The Quarter Pounder was incredible and teh price was really good but tehre were a few issues Not sure if I’ll order again. 😐"
